ambiguity,name,set_code,artist,discrepancy,correct_artists,correct_sets
4286,shapeshifter,LRW,Alan Pollack,Artist and set not found in db,"Filip Burburan, Johann Bodin, Filipe Pagliuso, Adrian Smith, Franz Vohwinkel, Igor Grechanyi, Ryan Valle, Dan Frazier, Steve Prescott","tclb, tcm2, tmh1, tlcc, tc15, tblc, tacr, tlrw, atq, 5ed, 4ed, tm3c, tc18, t2xm, tmoc, ren, plst, 4bb, rin, me4, tkhm"
4291,shatter,SOM,JD,Artist not found in db,"jD, Jonas De Ro, Tim Hildebrandt, Jason Alexander Behnke, Zoltan Boros, Hannibal King, Michael Koelsch, Amy Weber, Bryon Wackwitz","som, sum, 2ed, lea, ktk, 3ed, m10, cei, leb, 9ed, 30a, 5ed, fbb, tpr, 4ed, ptc, mrd, 7ed, ice, ced, 8ed, 6ed, plst, tmp, 4bb, dkm, rix"
4293,"shauku, the endbringer",MIR,Pete Venters,Name not found in db,,
4294,sheild bearer,ICE,Dan Frazier,Name not found in db,,
4295,"sheoldred, whispering one",IMA,Jana Schirmer & Johanes Voss,Artist not found in db,"Jason Felix, Flavio Girón, Jana Schirmer & Johannes Voss","sld, ima, ha5, nph, pnph, plst, prm, mul, jmp"
4306,"shisato, whipering hunt",CHK,John Bolton,Name not found in db,,
4313,sickening dreams,TOR,Scott Fischer,Artist not found in db,Scott M. Fischer,"wc03, tor, pd3"
4315,siege behemoth,C14,Jason A Engle,Artist not found in db,Jason A. Engle,"c14, cma"
4319,sigil of destruction,ALA,Alan Pollack,Name not found in db,,
4321,sigil of the empty throne,C15,Cyril van Der Haegen,Artist not found in db,Cyril Van Der Haegen,"cmm, ha2, c15, tsr, ori, j22, con, pc2, c18, pca"
4322,sigil of the empty throne,ORI,Cyril van Der Haegen,Artist not found in db,Cyril Van Der Haegen,"cmm, ha2, c15, tsr, ori, j22, con, pc2, c18, pca"
4323,sigil of the empty throne,ORI,Cyril van Der Haegen,Artist not found in db,Cyril Van Der Haegen,"cmm, ha2, c15, tsr, ori, j22, con, pc2, c18, pca"
4324,sigil of the empty throne,PC2,Cyril van Der Haegen,Artist not found in db,Cyril Van Der Haegen,"cmm, ha2, c15, tsr, ori, j22, con, pc2, c18, pca"
4355,simic ascendancy,RNA,Simon Dominic,Set not found in dbgit ,"Izzy, Simon Dominic","lcc, prm, prna, rna, blc"
4356,simic ascendancy,RNA,Simon Dominic,Set not found in dbgit ,"Izzy, Simon Dominic","lcc, prm, prna, rna, blc"
4357,simic ascendancy,RNA,Simon Dominic,Set not found in dbgit ,"Izzy, Simon Dominic","lcc, prm, prna, rna, blc"
4358,simic ascendancy,RNA,Simon Dominic,Set not found in dbgit ,"Izzy, Simon Dominic","lcc, prm, prna, rna, blc"
4362,"siona, captain of the pyleas",DOM,Chris Rallis,Set not found in dbgit ,Chris Rallis,"woc, thb"
4366,sisters of the flames,DRK,Jesper Myrfors,Name not found in db,,
4368,skeletal wurm,ROE,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"plst, roe"
4372,skirk outrider,LNG,Greg Staples,Set not found in dbgit ,Greg Staples,lgn
4378,skullscorch,ULG,Bradley Williams,Set not found in dbgit ,Bradley Williams,tor
4379,skullscorch,ULG,Bradley Williams,Set not found in dbgit ,Bradley Williams,tor
4388,skyship sailor,KLD,Tyler Jacobson,Name not found in db,,
4389,skyship sailor,KLD,Tyler Jacobson,Name not found in db,,
4418,smoldering butcher,EVE,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,eve
4422,smugglers copter,KLD,Florian de Gesincourt,Name not found in db,,
4427,snapback,TPS,Alan Pollack,Set not found in dbgit ,Alan Pollack,"tsr, tsp"
4431,snow devil,ICE,Ken Meyer Jr.,Artist not found in db,"Ken Meyer, Jr.","ice, cst"
4432,snow hound,ICE,Pat Morrissey,Artist not found in db,Pat Lewis,ice
4436,snow-covered forest,ICE,Pat Morrissey,Artist not found in db,"Jubilee, ELK64, Adam Paquette, Titus Lunter, Omar Rayyan, Jim Nelson, Alayna Danner, Pat Lewis","sld, ice, me2, mh1, pana, csp, khm, mb2"
4458,snowhound,ICE,Pat Morrissey,Name not found in db,,
4465,soldier token,MH1,Greg Staples,Name not found in db,,
4466,solemn simlacrum,MRD,Greg Staples,Name not found in db,,
4479,sorceress queen,4ED,Phil Foglio,Artist not found in db,Kaja Foglio,"itp, 3ed, sum, arn, 5ed, rqs, 4bb, fbb, 4ed"
4501,soul bleed,M10,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,m10
4534,soulsworn jury,DIS,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"psal, dis"
4558,sphinx token,RNA,Scott Murphy,Name not found in db,,
4560,spidersilk net,ZEN,Z Boros and G Szikszai,Artist not found in db,"Steve Argyle, Zoltan Boros & Gabor Szikszai","dtk, zen"
4580,spirit link,4ED,Phil Foglio,Artist not found in db,"Kaja Foglio, Daren Bader, Kev Walker","leg, 9ed, 8ed, 6ed, wc98, 5ed, ren, dmr, plst, 4bb, 4ed, psal, 10e, 7ed"
4583,spirit mantle,PL2,Izzy,Set not found in dbgit ,Izzy,"pz1, m12, pc2, plst, cmr, pca"
4584,spirit shackle,4ED,Edward Beard JR,Artist not found in db,"Edward P. Beard, Jr.","leg, me3, ren, 4bb, 4ed"
4620,staff of nin,M13,Dan Scott,Artist not found in db,"Dan Murayama Scott, Brad Rigney","m13, c15, c17, pm13, cm2, prm"
4621,stairs to infinity,PCA,Steven Belledin,Set not found in dbgit ,Steven Belledin,"phop, opca, prm"
4631,stauch-hearted warrior,UMA,Greg Staples,Name not found in db,,
4632,stauch-hearted warrior,UMA,Greg Staples,Name not found in db,,
4641,steel leaf champion,DOM,Simon Dominic,Set not found in dbgit ,"Simon Dominic, Chris Rahn","dom, pdom, prm"
4642,steel leaf champion,DOM,Simon Dominic,Set not found in dbgit ,"Simon Dominic, Chris Rahn","dom, pdom, prm"
4655,stone giant foreign,4ED,Dameon Willich,Name not found in db,,
4665,storm shaman,7ED,DJ Cleland-Hura,Artist not found in db,"Carol Heyer, D. J. Cleland-Hura","dkm, all, 7ed"
4701,"sudden spoiling, tainted isle, read the runes","C14, PCA, C16",Alan Pollack,Name not found in db,,
4713,sunbeam spellbom,MRD,Jim Nelson,Name not found in db,,
4714,sunbeam spellbom,MRD,Jim Nelson,Name not found in db,,
4737,surprise deplotment,PLS,Bradley Williams,Name not found in db,,
4753,swamp,7ED,DJ Cleland-Hura,Artist not found in db,", Véronique Meignaud, Tony Szczudlo, Clint Cearley, Aleksi Briclot, Alexander Forssberg, Robin Olausson, Alayna Danner, Bob Eggleton, John Thacker, Adam Paquette, Jorge Jacinto, Calder Moore, Kev Walker, Pete Venters, Grady Frederick, Rebecca Guay, Maiko Aoji, Sam White, Vincent Proce, Sam Burley, Florian de Gesincourt, Raymond Bonilla, Seb McKinnon, Christopher Moeller, Scott Bailey, Brom, Steve Prescott, Stephan Martiniere, Tony Roberts, Donato Giancola, Wangjie Li, Thomas Stoop, Yohann Schepacz, D. J. Cleland-Hura, Jedd Chevrier, Mike Ploog, Min Yum, Richard Wright, Lars Grant-West, Lucas Graciano, Fred Fields, Nikola Matkovic, Shahab Alizadeh, Piotr Dura, Daarken, Edward P. Beard, Jr., Jim Nelson, Johan Grenier, Pig Hands, Dan Frazier, Vance Kovacs, JungShan, Tianhua X, Kerby Rosanes, Raoul Vitale, Wang Chuxiong, rk post, Mike Bierek, Kamila Szutenberg, Daria Khlebnikova, Warren Mahy, Ron Spears & Post Malone, Jerry Tiritilli, Douglas Shuler, Matteo Bassini, Magali Villeneuve, Gage Lindsten, Titus Lunter, Carlos Palma Cruchaga, Alex Horley-Orlandelli, Andreas Rocha, Paul Scott Canavan, Ron Spencer, Joana LaFuente, Dimitar Marinski, Jim Pavelec, Ravenna Tran, Martina Pilcerova, Logan Feliciano, Jesper Ejsing, Mark Riddick, kozyndan, Victor Adame Minguez, Anthony S. Waters, Christian Dimitrov, Deven Rue, Wayne Reynolds, Jonas De Ro, Kasia 'Kafis' Zielińska, Mia Boas, Salvatorre Zee Yazzie, Sarah Finnigan, Julian Kok Joon Wen, Larry Elmore, Riot Games, JB Casacop, Susan Van Camp, Svetlin Velinov, Sergey Glushakov, Steven Belledin, Craig Mullins, John Avon, Don Thompson, Dan Mumford, James Paick, Yeong-Hao Han, Ben Schnuck, Gary Baseman, David Álvarez, Andrey Nyarl, Cliff Childs, Arnie Swekel, Slawomir Maniak, Terese Nielsen, Romas Kukalis, Mark Tedin, Ron Spears, Andrew Robinson, Hari & Deepti, Kevin Gnutzmans, Johannes Voss, Mark Zug, Jeanne D'Angelo, Jubilee, Noah Bradley, Puddnhead, Mr. Misang, Samuele Bandini, Chippy, Shie Nanahara, Zoran Cardula, Jung Park, Rob Alexander, Hank Reavis, Alan Pollack, Bob Ross, Terry Springer, Elektrodeko, Wei Guan, Jeff Easley, Doug Chaffee, Christine Choi, Mark Poole","mbs, cma, 2xm, grn, akr, bfz, bbd, pc2, m14, pana, lea, pca, rav, eld, pmps, mkm, ust, gnt, c13, ala, wc03, soi, stx, zen, ddp, rtr, woe, brb, arc, tsp, ppp1, c16, por, sir, wc02, scd, mrd, pmps10, 7ed, ice, 8ed, mom, ddm, who, td0, 6ed, pal00, m15, 40k, prw2, dkm, gn3, itp, thb, sld, snc, ons, xana, wc97, wc98, ana, lrw, unf, dde, ugl, m19, ddj, pelp, roe, dmr, c19, avr, j14, dpa, m11, prm, c18, afr, frf, ddh, neo, pal04, cmm, m13, xln, otj, war, ced, mid, olep, plst, 4bb, dsk, khm, rix, pmps07, pf20, usg, ody, one, lci, gvl, me3, wc99, cmd, g17, mh3, ddd, rna, ddn, gk2, ps11, ltr, md1, m10, wc01, e01, psal, iko, 10e, leb, pal01, dvd, 9ed, c17, gk1, ori, hop, clu, akh, isd, me1, pf19, pal05, tpr, pss2, ddq, ptc, 4ed, kld, und, pip, pss4, c15, chk, nph, dmu, hbg, btd, pmps06, palp, pmps11, klr, som, brc, sum, ddr, j22, blb, acr, m21, rqs, 2ed, s99, p23, jmp, shm, inv, p02, bro, mir, pmps09, ktk, ddk, 3ed, vow, prwk, pss3, hou, phuk, m20, cei, ptk, pd3, pgpx, ths, pgru, znr, 30a, 5ed, dtk, cm2, gn2, ddc, mh2, ath, fbb, m12, td2, pal06, mmq, anb, unh, pmps08, cst, pal99, pal03, parl, dom, tmp, clb, h09, c14"
4795,swamp,PRM,Mark Poole,Set not found in dbgit ,", Véronique Meignaud, Tony Szczudlo, Clint Cearley, Aleksi Briclot, Alexander Forssberg, Robin Olausson, Alayna Danner, Bob Eggleton, John Thacker, Adam Paquette, Jorge Jacinto, Calder Moore, Kev Walker, Pete Venters, Grady Frederick, Rebecca Guay, Maiko Aoji, Sam White, Vincent Proce, Sam Burley, Florian de Gesincourt, Raymond Bonilla, Seb McKinnon, Christopher Moeller, Scott Bailey, Brom, Steve Prescott, Stephan Martiniere, Tony Roberts, Donato Giancola, Wangjie Li, Thomas Stoop, Yohann Schepacz, D. J. Cleland-Hura, Jedd Chevrier, Mike Ploog, Min Yum, Richard Wright, Lars Grant-West, Lucas Graciano, Fred Fields, Nikola Matkovic, Shahab Alizadeh, Piotr Dura, Daarken, Edward P. Beard, Jr., Jim Nelson, Johan Grenier, Pig Hands, Dan Frazier, Vance Kovacs, JungShan, Tianhua X, Kerby Rosanes, Raoul Vitale, Wang Chuxiong, rk post, Mike Bierek, Kamila Szutenberg, Daria Khlebnikova, Warren Mahy, Ron Spears & Post Malone, Jerry Tiritilli, Douglas Shuler, Matteo Bassini, Magali Villeneuve, Gage Lindsten, Titus Lunter, Carlos Palma Cruchaga, Alex Horley-Orlandelli, Andreas Rocha, Paul Scott Canavan, Ron Spencer, Joana LaFuente, Dimitar Marinski, Jim Pavelec, Ravenna Tran, Martina Pilcerova, Logan Feliciano, Jesper Ejsing, Mark Riddick, kozyndan, Victor Adame Minguez, Anthony S. Waters, Christian Dimitrov, Deven Rue, Wayne Reynolds, Jonas De Ro, Kasia 'Kafis' Zielińska, Mia Boas, Salvatorre Zee Yazzie, Sarah Finnigan, Julian Kok Joon Wen, Larry Elmore, Riot Games, JB Casacop, Susan Van Camp, Svetlin Velinov, Sergey Glushakov, Steven Belledin, Craig Mullins, John Avon, Don Thompson, Dan Mumford, James Paick, Yeong-Hao Han, Ben Schnuck, Gary Baseman, David Álvarez, Andrey Nyarl, Cliff Childs, Arnie Swekel, Slawomir Maniak, Terese Nielsen, Romas Kukalis, Mark Tedin, Ron Spears, Andrew Robinson, Hari & Deepti, Kevin Gnutzmans, Johannes Voss, Mark Zug, Jeanne D'Angelo, Jubilee, Noah Bradley, Puddnhead, Mr. Misang, Samuele Bandini, Chippy, Shie Nanahara, Zoran Cardula, Jung Park, Rob Alexander, Hank Reavis, Alan Pollack, Bob Ross, Terry Springer, Elektrodeko, Wei Guan, Jeff Easley, Doug Chaffee, Christine Choi, Mark Poole","mbs, cma, 2xm, grn, akr, bfz, bbd, pc2, m14, pana, lea, pca, rav, eld, pmps, mkm, ust, gnt, c13, ala, wc03, soi, stx, zen, ddp, rtr, woe, brb, arc, tsp, ppp1, c16, por, sir, wc02, scd, mrd, pmps10, 7ed, ice, 8ed, mom, ddm, who, td0, 6ed, pal00, m15, 40k, prw2, dkm, gn3, itp, thb, sld, snc, ons, xana, wc97, wc98, ana, lrw, unf, dde, ugl, m19, ddj, pelp, roe, dmr, c19, avr, j14, dpa, m11, prm, c18, afr, frf, ddh, neo, pal04, cmm, m13, xln, otj, war, ced, mid, olep, plst, 4bb, dsk, khm, rix, pmps07, pf20, usg, ody, one, lci, gvl, me3, wc99, cmd, g17, mh3, ddd, rna, ddn, gk2, ps11, ltr, md1, m10, wc01, e01, psal, iko, 10e, leb, pal01, dvd, 9ed, c17, gk1, ori, hop, clu, akh, isd, me1, pf19, pal05, tpr, pss2, ddq, ptc, 4ed, kld, und, pip, pss4, c15, chk, nph, dmu, hbg, btd, pmps06, palp, pmps11, klr, som, brc, sum, ddr, j22, blb, acr, m21, rqs, 2ed, s99, p23, jmp, shm, inv, p02, bro, mir, pmps09, ktk, ddk, 3ed, vow, prwk, pss3, hou, phuk, m20, cei, ptk, pd3, pgpx, ths, pgru, znr, 30a, 5ed, dtk, cm2, gn2, ddc, mh2, ath, fbb, m12, td2, pal06, mmq, anb, unh, pmps08, cst, pal99, pal03, parl, dom, tmp, clb, h09, c14"
4816,swan song,SLD,Allen Dougas,Artist not found in db,"Axel Sauerwald, Allen Douglas, Peter Mohrbacher","sld, c16, ths, ltc, ha3"
4837,sylvan scrying,10E,Scott Fischer,Artist not found in db,"Daniel Ljunggren, Scott M. Fischer, Christine Choi","f16, tsr, bfz, prm, ea3, plst, mrd, 10e, m3c"
4841,symbol of status,UNH,Liz Danforth,Name not found in db,,
4877,tainted isle,"PCA, PC2",Alan Pollack,Set not found in dbgit ,"Rafater, Alan Pollack","pip, tor, woc, mkc, pc2, clb, mic, pca"
4889,tarnished citadel,TMP,David Martin,Set not found in dbgit ,David Martin,"mb2, ody"
4890,tarnished citadel,TMP,David Martin,Set not found in dbgit ,David Martin,"mb2, ody"
4891,tarnished citadel,TMP,David Martin,Set not found in dbgit ,David Martin,"mb2, ody"
4912,teferi's protection,SLD,KIERAN YANNER,Artist not found in db,"Chase Stone, Minttu Hynninen, Greg Staples, Kieran Yanner, So-Taro, Steve Argyle","sld, c17, j18, plst, sta, 2x2, prm, pz2"
4923,"teferi, temporal archmage",C13,Tyler Jacobson,Set not found in dbgit ,Tyler Jacobson,"cmm, pz1, oc14, plst, c14"
4924,"teferi, temporal archmage",C13,Tyler Jacobson,Set not found in dbgit ,Tyler Jacobson,"cmm, pz1, oc14, plst, c14"
4925,"teferi, temporal archmage",C13,Tyler Jacobson,Set not found in dbgit ,Tyler Jacobson,"cmm, pz1, oc14, plst, c14"
4926,"teferi, temporal archmage",C13,Tyler Jacobson,Set not found in dbgit ,Tyler Jacobson,"cmm, pz1, oc14, plst, c14"
4927,"teferi, temporal archmage",C13,Tyler Jacobson,Set not found in dbgit ,Tyler Jacobson,"cmm, pz1, oc14, plst, c14"
4928,"teferi, temporal archmage",C13,Tyler Jacobson,Set not found in dbgit ,Tyler Jacobson,"cmm, pz1, oc14, plst, c14"
4933,telim tor,MIR,Kev Walker,Name not found in db,,
4935,temple of aclazotz,XLN,Daarken,Name not found in db,,
4939,"teneb, the harvester",PLC,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"ocmd, plc, c17, cmd, 2x2"
4950,thalakos lowlands,TMP,Jeff A Menges,Artist not found in db,Jeff A. Menges,"tpr, tmp, brb"
4960,the dark barony,PCA,Pete Venters,Set not found in dbgit ,Pete Venters,"ohop, opca"
4961,the dark barony,PCA,Pete Venters,Set not found in dbgit ,Pete Venters,"ohop, opca"
4962,the dark barony,PCA,Pete Venters,Set not found in dbgit ,Pete Venters,"ohop, opca"
4963,the dark barony,PCA,Pete Venters,Set not found in dbgit ,Pete Venters,"ohop, opca"
4972,the prismatic bridge,KHM,Collin Estrada,Name not found in db,,
4972,the prismatic bridge,KHM,Collin Estrada,Name not found in db,,
4975,the wretched,DRK,Christopher Rush,Set not found in dbgit ,Christopher Rush,"leg, bchr, me3, 5ed, chr"
4976,the zephyr maze,PC2,RK Post,Artist and set not found in db,rk post,"opc2, opca"
4980,thelonite hermit,FEM,Margaret Organ-Kean,Artist and set not found in db,Chippy,"arc, c15, tsp, c16, tsr, mkc, psal, c19"
4981,thermokarst,ICE,Ken Meyer Jr.,Artist not found in db,"Ken Meyer, Jr.","ice, me2"
4982,thermokarst,ICE,Christopher Rush,Artist not found in db,"Ken Meyer, Jr.","ice, me2"
4983,thespians stage,GTC,John Avon,Name not found in db,,
4984,thieves' fortune,MOR,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,mor
4985,thistledown duo,SHM,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,shm
5009,threads of disloyalty,SS2,Tyler Jacobson,Set not found in dbgit ,"Tyler Jacobson, Anthony S. Waters, Yongjae Choi","e02, ss1, prm, bok, mp2"
5021,throat slitter,PC2,Parente,Artist not found in db,Paolo Parente,"pc2, plst, pca, psal, bok"
5024,thunderbreak regeant,DTK,Ryan Pancoast,Name not found in db,,
5031,thunderscape master,INV,Scott Fischer,Artist not found in db,Scott M. Fischer,inv
5041,time distortion,PC2,RK Post,Artist and set not found in db,rk post,"opc2, opca"
5049,timebender,PLC,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"plc, tsr"
5064,"tooth of chiss-goria, scale of chiss-goria",MDR,Alan Pollack,Name not found in db,,
5065,"tooth of chiss-goria, scale of chiss-goria, neurok hoversail",MRD,Alan Pollack,Name not found in db,,
5080,trading post,M15,Adam Paquette,Set not found in dbgit ,"Josu Solano, Adam Paquette","m13, brc, c16, ltc, cm2, plst, m14, c14"
5083,trailblazer's boots,ZEN,Z Boros and G Szikszai,Artist not found in db,"Alexander Gering, Zoltan Boros & Gabor Szikszai","ltr, otc, zen, plst, onc"
5106,treefolk-harbinger,LRW,Larry MacDougall,Name not found in db,,
5109,"treetop scout, bonethorn valesk, fierce empath",SCG,Alan Pollack,Name not found in db,,
5110,trhrull retainer,FEM,Ron Spencer,Name not found in db,,
5115,triskevalus,TSP,Mark Zug,Name not found in db,,
5116,triskevalus,TSP,Mark Zug,Name not found in db,,
5117,truga jungle,PC2,Jim Nelson,Set not found in dbgit ,Jim Nelson,"opc2, moc, opca"
5118,truga jungle,PCA,Jim Nelson,Set not found in dbgit ,Jim Nelson,"opc2, moc, opca"
5130,"tymaret, the murder king",THS,Volkan Baga,Artist not found in db,Volkan Baǵa,ths
5143,ugin's insight,OGW,Tyler Jacobson,Set not found in dbgit ,Tyler Jacobson,"bfz, pbfz, m3c"
5144,ugin's insight,OGW,Tyler Jacobson,Set not found in dbgit ,Tyler Jacobson,"bfz, pbfz, m3c"
5145,ugin's insight,OGW,Tyler Jacobson,Set not found in dbgit ,Tyler Jacobson,"bfz, pbfz, m3c"
5149,"ugin, the spirit dragon",FRF,Chris Rahn,Set not found in dbgit ,"Kelogsloops, Raymond Swanland, Ryan Pancoast, Chris Rahn","pm21, ugin, med, prm, m21, frf, slp"
5150,"ugin, the spirit dragon",FRF,Chris Rahn,Set not found in dbgit ,"Kelogsloops, Raymond Swanland, Ryan Pancoast, Chris Rahn","pm21, ugin, med, prm, m21, frf, slp"
5151,"ugin, the spirit dragon",FRF,Chris Rahn,Set not found in dbgit ,"Kelogsloops, Raymond Swanland, Ryan Pancoast, Chris Rahn","pm21, ugin, med, prm, m21, frf, slp"
5152,"ugin, the spirit dragon",FRF,Chris Rahn,Set not found in dbgit ,"Kelogsloops, Raymond Swanland, Ryan Pancoast, Chris Rahn","pm21, ugin, med, prm, m21, frf, slp"
5153,"ugin, the spirit dragon",FRF,Chris Rahn,Set not found in dbgit ,"Kelogsloops, Raymond Swanland, Ryan Pancoast, Chris Rahn","pm21, ugin, med, prm, m21, frf, slp"
5154,"ugin, the spirit dragon",FRF,Chris Rahn,Set not found in dbgit ,"Kelogsloops, Raymond Swanland, Ryan Pancoast, Chris Rahn","pm21, ugin, med, prm, m21, frf, slp"
5155,"ugin, the spirit dragon",FRF,Chris Rahn,Set not found in dbgit ,"Kelogsloops, Raymond Swanland, Ryan Pancoast, Chris Rahn","pm21, ugin, med, prm, m21, frf, slp"
5161,"ulastht, the hate seed",GPT,Nottsuo,Name not found in db,,
5162,ulvenwald observer,EMN,Adam Paquette,Set not found in dbgit ,"Jaime Jones, Adam Paquette","emn, prm, pemn"
5187,underworld dreams,"M10, 9ED",Carl Critchlow,Set not found in dbgit ,"Julie Baroh, PINDURSKI, Mark Riddick, Carl Critchlow","leg, ps11, thb, sld, 9ed, 8ed, dpa, m10, prm, p2hg, 10e"
5197,urabask the hidden,IMA,Brad Rigney,Name not found in db,,
5214,urza's mine,CRN,Anson Maddocks,Set not found in dbgit ,"Anson Maddocks, Brian Snõddy, Mark Tedin, Ralph Horsley","bchr, cmm, 9ed, 2xm, 8ed, j22, 5ed, chr, prm, rin, me4, atq, m3c"
5217,urza's mine,CRN,Anson Maddocks,Set not found in dbgit ,"Anson Maddocks, Brian Snõddy, Mark Tedin, Ralph Horsley","bchr, cmm, 9ed, 2xm, 8ed, j22, 5ed, chr, prm, rin, me4, atq, m3c"
5218,urza's mine,CRN,Anson Maddocks,Set not found in dbgit ,"Anson Maddocks, Brian Snõddy, Mark Tedin, Ralph Horsley","bchr, cmm, 9ed, 2xm, 8ed, j22, 5ed, chr, prm, rin, me4, atq, m3c"
5218,urza's mine,CRN,Anson Maddocks,Set not found in dbgit ,"Anson Maddocks, Brian Snõddy, Mark Tedin, Ralph Horsley","bchr, cmm, 9ed, 2xm, 8ed, j22, 5ed, chr, prm, rin, me4, atq, m3c"
5219,urza's mine,CRN,Anson Maddocks,Set not found in dbgit ,"Anson Maddocks, Brian Snõddy, Mark Tedin, Ralph Horsley","bchr, cmm, 9ed, 2xm, 8ed, j22, 5ed, chr, prm, rin, me4, atq, m3c"
5220,urza's mine,CRN,Anson Maddocks,Set not found in dbgit ,"Anson Maddocks, Brian Snõddy, Mark Tedin, Ralph Horsley","bchr, cmm, 9ed, 2xm, 8ed, j22, 5ed, chr, prm, rin, me4, atq, m3c"
5221,urza's mine,CRN,Anson Maddocks,Set not found in dbgit ,"Anson Maddocks, Brian Snõddy, Mark Tedin, Ralph Horsley","bchr, cmm, 9ed, 2xm, 8ed, j22, 5ed, chr, prm, rin, me4, atq, m3c"
5221,urza's mine,CRN,Anson Maddocks,Set not found in dbgit ,"Anson Maddocks, Brian Snõddy, Mark Tedin, Ralph Horsley","bchr, cmm, 9ed, 2xm, 8ed, j22, 5ed, chr, prm, rin, me4, atq, m3c"
5222,urza's mine,CRN,Anson Maddocks,Set not found in dbgit ,"Anson Maddocks, Brian Snõddy, Mark Tedin, Ralph Horsley","bchr, cmm, 9ed, 2xm, 8ed, j22, 5ed, chr, prm, rin, me4, atq, m3c"
5223,urza's mine,CRN,Anson Maddocks,Set not found in dbgit ,"Anson Maddocks, Brian Snõddy, Mark Tedin, Ralph Horsley","bchr, cmm, 9ed, 2xm, 8ed, j22, 5ed, chr, prm, rin, me4, atq, m3c"
5223,urza's mine,CRN,Anson Maddocks,Set not found in dbgit ,"Anson Maddocks, Brian Snõddy, Mark Tedin, Ralph Horsley","bchr, cmm, 9ed, 2xm, 8ed, j22, 5ed, chr, prm, rin, me4, atq, m3c"
5224,urza's mine,CRN,Anson Maddocks,Set not found in dbgit ,"Anson Maddocks, Brian Snõddy, Mark Tedin, Ralph Horsley","bchr, cmm, 9ed, 2xm, 8ed, j22, 5ed, chr, prm, rin, me4, atq, m3c"
5225,urza's mine,CRN,Anson Maddocks,Set not found in dbgit ,"Anson Maddocks, Brian Snõddy, Mark Tedin, Ralph Horsley","bchr, cmm, 9ed, 2xm, 8ed, j22, 5ed, chr, prm, rin, me4, atq, m3c"
5225,urza's mine,CRN,Anson Maddocks,Set not found in dbgit ,"Anson Maddocks, Brian Snõddy, Mark Tedin, Ralph Horsley","bchr, cmm, 9ed, 2xm, 8ed, j22, 5ed, chr, prm, rin, me4, atq, m3c"
5247,urza's science fair project,UGL,Claymore J Flapdoodle,Artist not found in db,Claymore J. Flapdoodle,ugl
5248,urza's science fair project,UGL,Claymore J Flapdoodle,Artist not found in db,Claymore J. Flapdoodle,ugl
5262,vagrant plowbeasts,CON,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,con
5263,valakut fireboar,ROE,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,roe
5266,"valoz, the scar-striped",DGM,Adam Paquette,Name not found in db,,
5270,vectis dominator,ARB,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,arb
5284,venser's sliver,TPS,Carl Critchlow,Set not found in dbgit ,Carl Critchlow,tsp
5286,verdant catacombs,SLD,Sam Burley,Set not found in dbgit ,"Vance Kovacs, Sam Burley, Ryan Yee, Alayna Danner","pmh2, slu, zen, prm, exp, mh2, zne, mm3"
5305,vesuva,TSP,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"tsp, m3c, tsr, plst, v12"
5313,victory's herald,W17,RK Post,Artist not found in db,rk post,"c15, cm2, mbs, w17"
5367,voice of all,CMA,RK Post,Artist not found in db,rk post,"ps11, cma, cmd, pls, dmr, 10e"
5370,"voja, friend to elves wolf token",UST,Chris Seaman,Name not found in db,,
5372,volcanic fallout,CON,Z Boros and G Szikszai,Artist not found in db,"Jim Pavelec, Zoltan Boros & Gabor Szikszai","arc, p10, con, prm, cmr, jmp, cns"
5373,voldalian soldier,FEM,Jeff A. Menges,Name not found in db,,
5376,"volrath, the fallen",NEM,Kev Walker,Name not found in db,,
5391,vulpine,THS,Adam Paquette,Name not found in db,,
5403,wall of roots,TSP,John Matson,Set not found in dbgit ,"John Matson, Matt Stewart","mir, ncc, arc, ima, p30a, wc98, f08, prm, plst, tsb"
5405,wall of swords,10E,Z Boros and G Szikszai,Artist not found in db,"Douglas Shuler, Zoltan Boros & Gabor Szikszai, Mark Tedin, Hannibal King, Brian Snõddy","sum, 2ed, m14, lea, 3ed, cei, 10e, leb, 30a, por, 5ed, fbb, 4ed, 7ed, 8ed, ced, 6ed, plst, 4bb"
5444,wheel of misfortune,CMR,JP Targete,Artist not found in db,"J.P. Targete, Mark Riddick","prm, sld, cmr"
